id,field,tp,fp,fn,pred,gold
1279,entities,2,3,0,credit_card;location;money;personal_information;victim,credit_card;money
1279,relations,1,12,0,cites_legal_authority;claims_financial_loss;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;requests_remote_control;requests_verification_code;warns_against_disclosure,creates_urgency
1279,qualifiers,0,3,2,institutional_pretext;requested_action_type;urgency,temporal_pressure;transfer_channel
1312,entities,0,3,2,caller;location;third_party,family_member;money
1312,relations,1,9,0,creates_urgency;demands_secrecy;induces_fear;normal_call;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency
1312,qualifiers,0,1,1,urgency,temporal_pressure
1324,entities,1,5,1,document;family_member;location;money;third_party;victim,money;security_code
1324,relations,2,11,0,cites_legal_authority;claims_financial_loss;creates_urgency;demands_secrecy;impersonates_official;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;requests_remote_control;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
1324,qualifiers,0,2,1,coercive_pressure;urgency,temporal_pressure
1335,entities,2,4,0,family_member;location;money;phone_call;third_party;victim,family_member;money
1335,relations,2,11,0,claims_financial_loss;creates_false_narrative;creates_urgency;demands_secrecy;induces_fear;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;requests_remote_control;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
1335,qualifiers,0,3,1,coercive_pressure;institutional_pretext;urgency,temporal_pressure
1355,entities,2,6,0,caller;family_member;location;money;personal_information;phone_call;third_party;victim,family_member;money
1355,relations,3,11,0,cites_legal_authority;claims_financial_loss;creates_urgency;demands_money_transfer;demands_secrecy;induces_fear;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call;warns_against_disclosure
1355,qualifiers,0,3,1,coercive_pressure;institutional_pretext;urgency,temporal_pressure
1364,entities,1,5,1,family_member;loan;location;personal_information;third_party;victim,family_member;money
1364,relations,2,15,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_urgency;demands_money_transfer;demands_secrecy;induces_fear;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
1364,qualifiers,0,2,1,coercive_pressure;urgency,temporal_pressure
1385,entities,2,4,1,case_number;family_member;location;money;third_party;victim,family_member;money;personal_information
1385,relations,3,14,1,claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_case_number;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call;requests_personal_info;threatens_arrest
1385,qualifiers,0,3,1,coercive_pressure;institutional_pretext;urgency,temporal_pressure
1396,entities,2,2,0,family_member;loan;location;money,family_member;money
1396,relations,1,11,0,claims_financial_loss;claims_identity_theft;creates_urgency;induces_fear;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency
1396,qualifiers,1,3,1,coercive_pressure;institutional_pretext;requested_action_type;urgency,coercive_pressure;temporal_pressure
1403,entities,4,2,1,credit_card;family_member;location;police_officer;prosecutor;third_party,credit_card;family_member;money;police_officer;prosecutor
1403,relations,3,14,0,cites_legal_authority;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;induces_fear;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;impersonates_official;normal_call
1403,qualifiers,2,2,1,coercive_pressure;institutional_pretext;temporal_pressure;urgency,institutional_pretext;temporal_pressure;transfer_channel
1431,entities,2,4,1,family_member;loan;location;prosecutor;third_party;victim,family_member;money;prosecutor
1431,relations,2,8,0,claims_financial_loss;creates_urgency;demands_secrecy;impersonates_official;normal_call;refers_to_family;requests_physical_action;requests_remote_control;requests_verification_code;warns_against_disclosure,creates_urgency;impersonates_official
1431,qualifiers,0,2,2,coercive_pressure;urgency,institutional_pretext;temporal_pressure
1455,entities,2,4,0,document;family_member;location;money;third_party;victim,family_member;money
1455,relations,2,12,0,cites_legal_authority;claims_financial_loss;creates_urgency;demands_money_transfer;induces_fear;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
1455,qualifiers,0,2,1,coercive_pressure;urgency,temporal_pressure
1470,entities,1,4,2,location;money;phone_call;prosecutor;third_party,family_member;money;security_code
1470,relations,2,6,0,claims_financial_loss;creates_urgency;demands_secrecy;mentions_suspicious_activity;normal_call;requests_physical_action;requests_specific_action;warns_against_disclosure,creates_urgency;normal_call
1470,qualifiers,0,2,1,institutional_pretext;urgency,temporal_pressure
1471,entities,1,5,1,caller;family_member;loan;location;third_party;victim,family_member;money
1471,relations,2,11,0,claims_financial_loss;creates_urgency;demands_secrecy;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
1471,qualifiers,1,3,0,coercive_pressure;institutional_pretext;temporal_pressure;urgency,temporal_pressure
1479,entities,2,3,0,family_member;location;money;phone_call;third_party,family_member;money
1479,relations,2,14,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
1479,qualifiers,1,2,1,coercive_pressure;institutional_pretext;urgency,coercive_pressure;temporal_pressure
1480,entities,1,8,1,caller;case_number;family_member;investigation;loan;location;personal_information;police_officer;third_party,money;police_officer
1480,relations,3,14,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;induces_fear;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;requests_remote_control;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;impersonates_official;normal_call;threatens_arrest
1480,qualifiers,2,0,1,coercive_pressure;institutional_pretext,coercive_pressure;institutional_pretext;temporal_pressure
1481,entities,3,4,0,family_member;location;money;phone_call;prosecutor;third_party;victim,family_member;money;prosecutor
1481,relations,3,8,0,claims_financial_loss;creates_urgency;demands_secrecy;impersonates_official;induces_fear;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;requests_specific_action;warns_against_disclosure,creates_urgency;impersonates_official;normal_call
1481,qualifiers,1,2,1,coercive_pressure;institutional_pretext;urgency,institutional_pretext;temporal_pressure
1506,entities,2,3,1,family_member;location;phone_call;prosecutor;third_party,family_member;money;prosecutor
1506,relations,3,10,0,cites_legal_authority;claims_financial_loss;creates_urgency;demands_secrecy;impersonates_official;induces_fear;mentions_case_number;normal_call;refers_to_family;requests_physical_action;requests_remote_control;requests_verification_code;warns_against_disclosure,creates_urgency;impersonates_official;normal_call
1506,qualifiers,2,2,0,coercive_pressure;institutional_pretext;temporal_pressure;urgency,institutional_pretext;temporal_pressure
1520,entities,2,4,0,family_member;location;money;phone_call;third_party;victim,family_member;money
1520,relations,2,8,0,claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
1520,qualifiers,1,1,1,coercive_pressure;urgency,coercive_pressure;temporal_pressure
1537,entities,1,5,1,family_member;location;personal_information;phone_call;third_party;victim,family_member;money
1537,relations,2,9,0,creates_urgency;demands_money_transfer;demands_secrecy;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
1537,qualifiers,0,3,1,coercive_pressure;institutional_pretext;urgency,temporal_pressure
1590,entities,3,5,0,family_member;location;money;personal_information;phone_call;prosecutor;third_party;victim,family_member;money;prosecutor
1590,relations,3,15,0,cites_legal_authority;claims_financial_loss;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency;impersonates_official;normal_call
1590,qualifiers,3,1,0,coercive_pressure;institutional_pretext;temporal_pressure;urgency,coercive_pressure;institutional_pretext;temporal_pressure
1620,entities,2,5,1,family_member;loan;location;money;phone_call;third_party;victim,family_member;money;personal_information
1620,relations,1,10,1,claims_financial_loss;claims_identity_theft;creates_urgency;demands_secrecy;impersonates_official;mentions_case_number;normal_call;refers_to_family;requests_remote_control;requests_verification_code;warns_against_disclosure,creates_urgency;requests_personal_info
1620,qualifiers,0,3,1,coercive_pressure;institutional_pretext;urgency,temporal_pressure
1622,entities,2,6,0,bank_employee;family_member;location;money;personal_information;phone_call;third_party;victim,family_member;money
1622,relations,2,12,0,claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;impersonates_official;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
1622,qualifiers,1,3,1,coercive_pressure;institutional_pretext;requested_action_type;urgency,coercive_pressure;temporal_pressure
1648,entities,1,1,0,family_member;third_party,family_member
1648,relations,1,7,0,cites_legal_authority;claims_financial_loss;creates_urgency;mentions_suspicious_activity;normal_call;refers_to_family;requests_verification_code;warns_against_disclosure,creates_urgency
1648,qualifiers,0,3,1,coercive_pressure;institutional_pretext;urgency,temporal_pressure
1649,entities,2,2,0,family_member;location;money;third_party,family_member;money
1649,relations,2,10,0,claims_financial_loss;creates_urgency;demands_secrecy;induces_fear;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
1649,qualifiers,0,3,1,coercive_pressure;institutional_pretext;urgency,temporal_pressure
1686,entities,1,2,1,family_member;location;third_party,family_member;money
1686,relations,2,6,0,claims_financial_loss;creates_urgency;demands_secrecy;normal_call;refers_to_family;requests_physical_action;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
1686,qualifiers,0,3,1,coercive_pressure;institutional_pretext;urgency,temporal_pressure
1720,entities,1,3,0,location;money;third_party;victim,money
1720,relations,2,5,0,claims_financial_loss;claims_identity_theft;creates_urgency;normal_call;requests_physical_action;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
1720,qualifiers,0,1,1,urgency,temporal_pressure
1727,entities,0,4,1,location;personal_information;third_party;victim,money
1727,relations,2,10,0,claims_financial_loss;claims_identity_theft;creates_urgency;impersonates_official;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;requests_physical_action;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
1727,qualifiers,0,2,1,coercive_pressure;urgency,temporal_pressure
1740,entities,1,6,0,bank_employee;case_number;family_member;location;money;third_party;victim,money
1740,relations,2,13,1,claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;mentions_case_number;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call;threatens_arrest
1740,qualifiers,0,4,1,coercive_pressure;institutional_pretext;requested_action_type;urgency,temporal_pressure
1755,entities,3,4,0,case_number;family_member;location;money;phone_call;police_officer;third_party,family_member;money;police_officer
1755,relations,3,15,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;induces_fear;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency;impersonates_official;normal_call;threatens_arrest
1755,qualifiers,1,2,1,coercive_pressure;institutional_pretext;urgency,institutional_pretext;temporal_pressure
1791,entities,2,6,0,document;family_member;location;money;personal_information;phone_call;third_party;victim,family_member;money
1791,relations,2,8,0,claims_financial_loss;creates_urgency;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
1791,qualifiers,1,3,0,coercive_pressure;institutional_pretext;temporal_pressure;urgency,temporal_pressure
1795,entities,1,5,1,family_member;location;personal_information;phone_call;third_party;victim,family_member;money
1795,relations,2,12,0,cites_legal_authority;claims_financial_loss;creates_false_narrative;creates_urgency;induces_fear;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
1795,qualifiers,0,3,1,coercive_pressure;institutional_pretext;urgency,temporal_pressure
1837,entities,1,5,1,family_member;location;personal_information;phone_call;third_party;victim,family_member;money
1837,relations,2,13,0,claims_financial_loss;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
1837,qualifiers,0,3,1,coercive_pressure;institutional_pretext;urgency,temporal_pressure
1855,entities,1,6,0,bank_employee;family_member;location;money;police_officer;third_party;victim,money
1855,relations,2,10,0,cites_legal_authority;claims_financial_loss;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;normal_call;refers_to_family;requests_physical_action;requests_remote_control;requests_specific_action;warns_against_disclosure,creates_urgency;normal_call
1855,qualifiers,0,3,1,coercive_pressure;institutional_pretext;urgency,temporal_pressure
1862,entities,2,4,1,family_member;loan;location;money;third_party;victim,family_member;money;security_code
1862,relations,2,9,0,claims_financial_loss;creates_urgency;demands_secrecy;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
1862,qualifiers,0,3,1,coercive_pressure;institutional_pretext;urgency,temporal_pressure
1909,entities,2,5,1,case_number;family_member;location;personal_information;police_officer;third_party;victim,family_member;money;police_officer
1909,relations,3,13,1,cites_legal_authority;claims_financial_loss;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;induces_fear;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;impersonates_official;normal_call;threatens_arrest
1909,qualifiers,2,2,0,coercive_pressure;institutional_pretext;temporal_pressure;urgency,institutional_pretext;temporal_pressure
1911,entities,2,1,0,family_member;money;third_party,family_member;money
1911,relations,3,7,0,claims_financial_loss;creates_false_narrative;creates_urgency;demands_secrecy;mentions_suspicious_activity;normal_call;refers_to_family;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call;warns_against_disclosure
1911,qualifiers,0,3,1,coercive_pressure;institutional_pretext;urgency,temporal_pressure
1921,entities,1,5,2,caller;document;family_member;location;third_party;victim,family_member;money;personal_information
1921,relations,2,8,1,claims_financial_loss;claims_identity_theft;creates_urgency;demands_secrecy;normal_call;refers_to_family;requests_physical_action;requests_remote_control;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call;requests_personal_info
1921,qualifiers,0,3,1,coercive_pressure;institutional_pretext;urgency,temporal_pressure
1936,entities,1,3,1,document;family_member;location;third_party,family_member;money
1936,relations,2,10,0,claims_financial_loss;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;mentions_case_number;normal_call;refers_to_family;requests_physical_action;requests_remote_control;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
1936,qualifiers,0,3,1,coercive_pressure;institutional_pretext;urgency,temporal_pressure
1937,entities,0,2,1,location;third_party,money
1937,relations,2,12,0,claims_financial_loss;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;induces_fear;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;requests_remote_control;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
1937,qualifiers,0,2,1,coercive_pressure;urgency,temporal_pressure
1949,entities,3,5,0,caller;case_number;family_member;location;money;prosecutor;third_party;victim,family_member;money;prosecutor
1949,relations,2,16,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency;impersonates_official;threatens_arrest
1949,qualifiers,2,1,1,coercive_pressure;institutional_pretext;urgency,coercive_pressure;institutional_pretext;temporal_pressure
1965,entities,2,4,0,family_member;loan;location;money;phone_call;third_party,family_member;money
1965,relations,1,8,0,claims_financial_loss;creates_urgency;demands_secrecy;induces_fear;normal_call;refers_to_family;requests_physical_action;requests_verification_code;warns_against_disclosure,creates_urgency
1965,qualifiers,1,3,0,coercive_pressure;institutional_pretext;temporal_pressure;urgency,temporal_pressure
1969,entities,0,7,1,bank_employee;caller;family_member;government_agency;location;phone_call;third_party,money
1969,relations,2,12,0,claims_financial_loss;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;requests_remote_control;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
1969,qualifiers,0,3,1,coercive_pressure;institutional_pretext;urgency,temporal_pressure
1973,entities,1,5,0,family_member;location;money;phone_call;third_party;victim,family_member
1973,relations,1,14,0,cites_legal_authority;claims_financial_loss;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;induces_fear;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;requests_remote_control;requests_verification_code;warns_against_disclosure,creates_urgency
1973,qualifiers,0,2,1,coercive_pressure;urgency,temporal_pressure
1979,entities,2,4,0,family_member;loan;location;money;third_party;victim,family_member;money
1979,relations,2,15,0,claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;impersonates_official;induces_fear;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
1979,qualifiers,1,3,0,coercive_pressure;institutional_pretext;temporal_pressure;urgency,temporal_pressure
1996,entities,1,4,0,arrest_warrant;document;location;money;third_party,money
1996,relations,2,10,0,claims_financial_loss;creates_urgency;demands_secrecy;induces_fear;mentions_case_number;mentions_suspicious_activity;normal_call;requests_physical_action;requests_remote_control;requests_verification_code;threatens_arrest;warns_against_disclosure,creates_urgency;normal_call
1996,qualifiers,1,4,0,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;urgency,temporal_pressure
2022,entities,1,4,1,family_member;location;personal_information;third_party;victim,family_member;money
2022,relations,2,12,0,cites_legal_authority;claims_financial_loss;creates_false_narrative;creates_urgency;demands_secrecy;mentions_case_number;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
2022,qualifiers,0,2,1,coercive_pressure;institutional_pretext,temporal_pressure
2116,entities,1,4,0,location;money;personal_information;third_party;victim,money
2116,relations,2,7,0,claims_financial_loss;creates_urgency;demands_secrecy;induces_fear;normal_call;refers_to_family;requests_personal_info;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
2116,qualifiers,0,3,1,coercive_pressure;institutional_pretext;urgency,temporal_pressure
2133,entities,1,2,1,family_member;location;third_party,family_member;money
2133,relations,2,6,0,creates_urgency;induces_fear;normal_call;refers_to_family;requests_physical_action;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
2133,qualifiers,0,2,1,coercive_pressure;urgency,temporal_pressure
2139,entities,1,4,1,family_member;loan;location;phone_call;third_party,family_member;money
2139,relations,2,7,0,creates_urgency;demands_secrecy;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;requests_specific_action;warns_against_disclosure,creates_urgency;normal_call
2139,qualifiers,0,3,1,coercive_pressure;institutional_pretext;urgency,temporal_pressure
2157,entities,1,5,1,arrest_warrant;document;family_member;location;phone_call;third_party,family_member;money
2157,relations,2,11,0,claims_financial_loss;claims_identity_theft;creates_urgency;demands_money_transfer;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_security_code;requests_verification_code;threatens_arrest;warns_against_disclosure,creates_urgency;normal_call
2157,qualifiers,0,3,2,coercive_pressure;institutional_pretext;urgency,temporal_pressure;transfer_channel
2167,entities,2,4,0,family_member;location;money;personal_information;third_party;victim,family_member;money
2167,relations,2,12,0,claims_financial_loss;creates_urgency;demands_money_transfer;demands_secrecy;induces_fear;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_verification_code;warns_against_disclosure,creates_urgency;normal_call
2167,qualifiers,0,3,1,coercive_pressure;institutional_pretext;urgency,temporal_pressure
2180,entities,1,4,0,bank_employee;loan;location;money;third_party,money
2180,relations,1,7,0,claims_financial_loss;creates_urgency;impersonates_official;normal_call;requests_physical_action;requests_remote_control;requests_verification_code;warns_against_disclosure,creates_urgency
2180,qualifiers,1,3,0,institutional_pretext;requested_action_type;temporal_pressure;urgency,temporal_pressure
2210,entities,1,6,1,arrest_warrant;document;family_member;location;personal_information;third_party;victim,family_member;money
2210,relations,2,11,0,claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_verification_code;threatens_arrest;warns_against_disclosure,creates_urgency;normal_call
2210,qualifiers,1,2,1,coercive_pressure;institutional_pretext;urgency,coercive_pressure;temporal_pressure
2217,entities,2,6,0,bank_employee;document;family_member;location;money;personal_information;phone_call;victim,family_member;money
2217,relations,2,8,0,cites_legal_authority;claims_financial_loss;creates_urgency;impersonates_official;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_specific_action;requests_verification_code,creates_urgency;normal_call
2217,qualifiers,0,3,1,coercive_pressure;institutional_pretext;urgency,temporal_pressure
2241,entities,0,1,0,phone_call,
2241,relations,1,4,0,creates_urgency;mentions_case_number;mentions_suspicious_activity;normal_call;requests_remote_control,creates_urgency
2241,qualifiers,0,2,1,institutional_pretext;urgency,temporal_pressure
2245,entities,3,5,0,loan;location;money;personal_information;phone_call;prosecutor;third_party;victim,loan;money;prosecutor
2245,relations,2,10,0,claims_financial_loss;claims_identity_theft;creates_urgency;impersonates_official;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;requests_physical_action;requests_remote_control;requests_verification_code;warns_against_disclosure,creates_urgency;impersonates_official
2245,qualifiers,1,1,3,requested_action_type;urgency,institutional_pretext;requested_action_type;temporal_pressure;transfer_channel
2254,entities,7,9,0,bank_account;caller;case_number;credit_card;document;family_member;government_agency;investigation;location;money;personal_information;phone_call;police_officer;prosecutor;third_party;victim,bank_account;credit_card;government_agency;money;personal_information;police_officer;prosecutor
2254,relations,3,15,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_verification_code;warns_against_disclosure,creates_urgency;impersonates_official;requests_personal_info;threatens_arrest
2254,qualifiers,4,1,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel;urgency,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel
2285,entities,1,5,1,case_number;investigation;location;money;prosecutor;victim,personal_information;prosecutor
2285,relations,2,11,2,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;impersonates_official;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_remote_control;requests_security_code;requests_verification_code,creates_urgency;impersonates_official;requests_personal_info;threatens_arrest
2285,qualifiers,2,1,1,coercive_pressure;institutional_pretext;urgency,coercive_pressure;institutional_pretext;temporal_pressure
2289,entities,0,4,0,family_member;location;phone_call;victim,
2289,relations,1,9,0,claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;mentions_case_number;normal_call;refers_to_family;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency
2289,qualifiers,1,1,1,coercive_pressure;urgency,coercive_pressure;temporal_pressure
2292,entities,0,4,0,family_member;location;phone_call;victim,
2292,relations,1,9,0,claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;mentions_case_number;normal_call;refers_to_family;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency
2292,qualifiers,1,1,1,coercive_pressure;urgency,coercive_pressure;temporal_pressure
2296,entities,2,3,0,bank_account;case_number;family_member;investigation;money,bank_account;money
2296,relations,1,13,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;warns_against_disclosure,creates_urgency;threatens_arrest
2296,qualifiers,2,2,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel,coercive_pressure;temporal_pressure;transfer_channel
2302,entities,5,8,0,arrest_warrant;bank_account;bank_employee;credit_card;document;family_member;government_agency;location;money;personal_information;phone_call;third_party;victim,bank_account;credit_card;government_agency;money;personal_information
2302,relations,3,16,0,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_verification_code;threatens_arrest;warns_against_disclosure,creates_urgency;impersonates_official;requests_personal_info
2302,qualifiers,5,1,0,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel;urgency,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel
2306,entities,5,6,0,bank_account;case_number;credit_card;family_member;investigation;location;money;personal_information;phone_call;police_officer;victim,bank_account;credit_card;money;personal_information;police_officer
2306,relations,2,15,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_verification_code;warns_against_disclosure,creates_urgency;requests_personal_info;threatens_arrest
2306,qualifiers,2,3,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel;urgency,coercive_pressure;temporal_pressure;transfer_channel
2330,entities,3,5,0,bank_account;credit_card;family_member;location;personal_information;phone_call;third_party;victim,bank_account;credit_card;personal_information
2330,relations,2,11,0,claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;warns_against_disclosure,creates_urgency;requests_personal_info
2330,qualifiers,2,2,1,coercive_pressure;requested_action_type;transfer_channel;urgency,coercive_pressure;temporal_pressure;transfer_channel
